transactionid,ventureid,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,timing,currency,remarks,specificationcategory,dateoftransaction,transaction_year
DR206_T001,DR206,Expenditure,Ship and outbound cargo,10000,,0,,Outfitting,Pound sterling,,,,
DR207_T001,DR207,Expenditure,Ship and outbound cargo,12000,,0,,Outfitting,Pound sterling,,,,
DR207_T002,DR207,Expenditure,Insurance,240,,0,,Outfitting,Pound sterling,,Insurance,,
DR208_H001,DR208,Expenditure,Insurance,1320,nan,0,INT,Outfitting,Pound sterling,,Insurance,,
DR208_T001,DR208,Expenditure,Ship and outbound cargo,12000,,0,,Outfitting,Pound sterling,,,,
DR209_T001,DR209,Expenditure,Ship,185,,0,,Outfitting,Pound sterling,,,,
DR210_H001,DR210,Expenditure,Insurance,1100,nan,0,INT,Outfitting,Pound sterling,,Insurance,,
DR210_T001,DR210,Expenditure,Ship and outbound cargo,10000,,0,,Outfitting,Pound sterling,,,,
DR211_H001,DR211,Expenditure,Insurance,400,nan,0,INT,Outfitting,Pound sterling,,Insurance,,
DR211_T001,DR211,Expenditure,Ship and outbound cargo,4000,,0,,Outfitting,Pound sterling,,,,
DR212_H001,DR212,Expenditure,Insurance,1100,nan,0,INT,Outfitting,Pound sterling,,Insurance,,
DR212_T001,DR212,Expenditure,Ship and outbound cargo,10000,,0,,Outfitting,Pound sterling,,,,
GD001_T001,GD001,Expenditure,Not specified,12235.779,,0,,Outfitting,Livres tournois,,Unspecified in source,-71587,1764
GD001_T002,GD001,Expenditure,Not specified,654.85419,,0,,After outfitting,Livres tournois,,Unspecified in source,-71587,1764
GD001_T003,GD001,Expenditure,Not specified,17279.787,,0,,Outfitting,Livres tournois,,Unspecified in source,-71221,1765
GD001_T004,GD001,Expenditure,Not specified,1228.6292,,0,,After outfitting,Livres tournois,,Unspecified in source,-71221,1765
GD001_T005,GD001,Expenditure,Not specified,16373.704,,0,,Outfitting,Livres tournois,,Unspecified in source,-70491,1767
GD001_T006,GD001,Expenditure,Not specified,1757.6917,,0,,After outfitting,Livres tournois,,Unspecified in source,-70491,1767
GD001_T007,GD001,Expenditure,Not specified,18666.18,,0,,Outfitting,Livres tournois,,Unspecified in source,-69760,1769
GD001_T008,GD001,Expenditure,Not specified,3055.5208,,0,,After outfitting,Livres tournois,,Unspecified in source,-69760,1769
GD001_T009,GD001,Return,Not specified,2929.4167,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-70755,1766
GD001_T010,GD001,Return,Not specified,3310.4375,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-70345,1767
GD001_T011,GD001,Return,Not specified,360.92499,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-70345,1767
GD001_T012,GD001,Return,Not specified,794.375,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-70345,1767
GD001_T013,GD001,Return,Not specified,2279.9792,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-70345,1767
GD001_T014,GD001,Return,Not specified,229.73334,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-70345,1767
GD001_T015,GD001,Return,Not specified,2484.4375,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-69989,1768
GD001_T016,GD001,Return,Not specified,599.74585,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-69989,1768
GD001_T017,GD001,Return,Not specified,269.26666,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-69988,1768
GD001_T018,GD001,Return,Not specified,1101.8833,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-69619,1769
GD001_T019,GD001,Return,Not specified,301.02084,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-69566,1769
GD001_T020,GD001,Return,Not specified,336.32916,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-69566,1769
GD001_T021,GD001,Return,Not specified,105.15,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-68309,1772
GD001_T022,GD001,Return,Not specified,3117.1292,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-68437,1772
GD001_T023,GD001,Return,Not specified,4170.3208,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-68072,1773
GD001_T024,GD001,Return,Not specified,603.73749,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-67728,1774
GD001_T025,GD001,Return,Not specified,604.20831,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-67761,1774
GD001_T026,GD001,Return,Not specified,705.40417,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-68124,1773
GD001_T027,GD001,Return,Not specified,245.53751,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-68182,1773
GD001_T028,GD001,Return,Not specified,607.39166,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-68182,1773
GD001_T029,GD001,Return,Not specified,809.79999,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-67454,1775
GD001_T030,GD001,Return,Not specified,324.76666,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-67486,1775
GD001_T031,GD001,Return,Not specified,570.03748,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-66832,1777
GD001_T032,GD001,Return,Not specified,313.51666,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-65359,1781
GD001_T033,GD001,Return,Not specified,44.004166,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-64261,1784
GD001_T034,GD001,Return,Not specified,87.966667,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-63823,1785
GD001_T035,GD001,Return,Not specified,365.6875,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-62686,1788
GD001_T036,GD001,Return,Not specified,381.64999,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-60790,1793
GD001_T037,GD001,Return,Not specified,1448.3042,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-60001,1795
GD001_T038,GD001,Return,Not specified,1.9916667,,0,,Return,Livres tournois,Répartitions portées sur le Grand Livre seulement et qui ne se trouvent point dans les dossiers,Unspecified in source,-60001,1795
GD001_T039,GD001,Return,Not specified,127.4,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-70225,1767
GD001_T040,GD001,Return,Not specified,341.26251,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69878,1768
GD001_T041,GD001,Return,Not specified,3985.2375,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69870,1768
GD001_T042,GD001,Return,Not specified,1375,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69908,1768
GD001_T043,GD001,Return,Not specified,2188.3208,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69880,1768
GD001_T044,GD001,Return,Not specified,1177.15,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69874,1768
GD001_T045,GD001,Return,Not specified,3354.2,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69787,1768
GD001_T046,GD001,Return,Not specified,279.02499,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69714,1769
GD001_T047,GD001,Return,Not specified,3313.5583,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69706,1769
GD001_T048,GD001,Return,Not specified,565.57086,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69660,1769
GD001_T049,GD001,Return,Not specified,347.45001,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69406,1769
GD001_T050,GD001,Return,Not specified,788.70001,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69406,1769
GD001_T051,GD001,Return,Not specified,734.31665,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69265,1770
GD001_T052,GD001,Return,Not specified,2035.2,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69243,1770
GD001_T053,GD001,Return,Not specified,2407.2166,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69126,1770
GD001_T054,GD001,Return,Not specified,2871.1167,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69126,1770
GD001_T055,GD001,Return,Not specified,2275.1499,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68850,1771
GD001_T056,GD001,Return,Not specified,1918.7875,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68684,1771
GD001_T057,GD001,Return,Not specified,844.83752,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68612,1772
GD001_T058,GD001,Return,Not specified,313.71667,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68421,1772
GD001_T059,GD001,Return,Not specified,627.83752,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68414,1772
GD001_T060,GD001,Return,Not specified,511.48334,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68395,1772
GD001_T061,GD001,Return,Not specified,818.36664,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68395,1772
GD001_T062,GD001,Return,Not specified,1813.9625,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-68044,1773
GD001_T063,GD001,Return,Not specified,2694.05,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67724,1774
GD001_T064,GD001,Return,Not specified,344.84167,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67724,1774
GD001_T065,GD001,Return,Not specified,802.90833,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67724,1774
GD001_T066,GD001,Return,Not specified,258.875,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67724,1774
GD001_T067,GD001,Return,Not specified,354.29166,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67691,1774
GD001_T068,GD001,Return,Not specified,808.98334,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67427,1775
GD001_T069,GD001,Return,Not specified,871.875,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67217,1775
GD001_T070,GD001,Return,Not specified,980.66248,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67217,1775
GD001_T071,GD001,Return,Not specified,173.575,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67217,1775
GD001_T072,GD001,Return,Not specified,270.21667,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-67217,1775
GD001_T073,GD001,Return,Not specified,181.06667,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-66959,1776
GD001_T074,GD001,Return,Not specified,375.1875,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-66576,1777
GD001_T075,GD001,Return,Not specified,1040.625,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-66572,1777
GD001_T076,GD001,Return,Not specified,967.75,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-66572,1777
GD001_T077,GD001,Return,Not specified,156.25,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-65400,1780
GD002_T001,GD002,Expenditure,Outfiting (Armement),1690.2291,,0,,Outfitting,Livres tournois,,Outfitting costs,-71587,1764
GD002_T002,GD002,Expenditure,Since outfitting,238.49167,,0,,After outfitting,Livres tournois,,Unspecified in source,-71587,1764
GD002_T003,GD002,Return,Not specified,979.99164,,0,,Return,Livres tournois,,Unspecified in source,-70623,1766
GD002_T004,GD002,Return,Not specified,190.75,,0,,Return,Livres tournois,,Unspecified in source,-70287,1767
GD002_T005,GD002,Return,Not specified,95.73333,,0,,Return,Livres tournois,,Unspecified in source,-70287,1767
GD002_T006,GD002,Return,Not specified,293.57501,,0,,Return,Livres tournois,,Unspecified in source,-70115,1768
GD002_T007,GD002,Return,Not specified,176.65834,,0,,Return,Livres tournois,,Unspecified in source,-70115,1768
GD002_T008,GD002,Return,Not specified,241.6125,,0,,Return,Livres tournois,,Unspecified in source,-70115,1768
GD002_T009,GD002,Return,Not specified,91.820831,,0,,Return,Livres tournois,,Unspecified in source,-69870,1768
GD002_T010,GD002,Return,Not specified,61.125,,0,,Return,Livres tournois,,Unspecified in source,-69247,1770
GD002_T011,GD002,Return,Not specified,39.958332,,0,,Return,Livres tournois,,Unspecified in source,-69247,1770
GD002_T012,GD002,Return,Not specified,41.099998,,0,,Return,Livres tournois,,Unspecified in source,-68144,1773
GD002_T013,GD002,Return,Not specified,64.64167,,0,,Return,Livres tournois,,Unspecified in source,-68072,1773
GD002_T014,GD002,Return,Not specified,84.25,,0,,Return,Livres tournois,,Unspecified in source,-67310,1775
GD003_T001,GD003,Expenditure,Outfiting (Armement),29349.471,,0,,Outfitting,Livres tournois,,Outfitting costs,-71221,1765
GD003_T002,GD003,Expenditure,Outfiting (Armement),40426.426,,0,,Outfitting,Livres tournois,,Outfitting costs,-71221,1765
GD003_T003,GD003,Expenditure,Since outfitting,269.74582,,0,,After outfitting,Livres tournois,,Unspecified in source,-71221,1765
GD003_T004,GD003,Expenditure,Outfiting (Armement),38373.977,,0,,Outfitting,Livres tournois,,Outfitting costs,-70491,1767
GD003_T005,GD003,Expenditure,Since outfitting,1464.7333,,0,,After outfitting,Livres tournois,,Unspecified in source,-70491,1767
GD003_T006,GD003,Expenditure,Outfiting (Armement),36656.238,,0,,Outfitting,Livres tournois,,Outfitting costs,-69760,1769
GD003_T007,GD003,Expenditure,Since outfitting,6346.5,,0,,After outfitting,Livres tournois,,Unspecified in source,-69760,1769
GD003_T008,GD003,Expenditure,Outfiting (Armement),40189.91,,0,,Outfitting,Livres tournois,,Outfitting costs,-69030,1771
GD003_T009,GD003,Expenditure,Since outfitting,2450.8708,,0,,After outfitting,Livres tournois,,Unspecified in source,-69030,1771
GD003_T010,GD003,Expenditure,Outfiting (Armement),41039.871,,0,,Outfitting,Livres tournois,,Outfitting costs,-68299,1773
GD003_T011,GD003,Expenditure,Since outfitting,7612.2334,,0,,After outfitting,Livres tournois,,Unspecified in source,-68299,1773
GD003_T012,GD003,Expenditure,Outfiting (Armement),32349.949,,0,,Outfitting,Livres tournois,,Outfitting costs,-67934,1774
GD003_T013,GD003,Expenditure,Since outfitting,3512.9041,,0,,After outfitting,Livres tournois,,Unspecified in source,-67934,1774
GD003_T014,GD003,Return,Not specified,2984.5916,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-70604,1766
GD003_T015,GD003,Return,Not specified,3114.4875,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-70227,1767
GD003_T016,GD003,Return,Not specified,7670.7085,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-70011,1768
GD003_T017,GD003,Return,Not specified,450.46249,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69969,1768
GD003_T018,GD003,Return,Not specified,13681.917,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69880,1768
GD003_T019,GD003,Return,Not specified,2603.4875,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69847,1768
GD003_T020,GD003,Return,Not specified,21957.184,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69819,1768
GD003_T021,GD003,Return,Not specified,745.51666,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69813,1768
GD003_T022,GD003,Return,Not specified,905.01666,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-70079,1768
GD003_T023,GD003,Return,Not specified,480.75833,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69714,1769
GD003_T024,GD003,Return,Not specified,1298.9917,,0,,Return,Livres tournois,Détail des divers comptes de répartitions portées sur la Grand Livre et dans les dossiers,Unspecified in source,-69677,1769
