linenumber,VentureID,typeofcashflow,specification,value,meansofpaymentreturn,intermediarytradingoperation,hypothesis,dateoftransaction,timing,currency,remarks
969,NR044,Expenditure,Insurance,28,,0,,,Outfitting,Pound sterling,
970,NR044,Expenditure,Outfitting including ship purchase,167,,0,,,Outfitting,Pound sterling,
971,NR044,Return,"Inset, including sale of ship",221,,0,,,Return,Pound sterling,
972,NR044,Return,Other inset,2,,0,,,Return,Pound sterling,
973,NR045,Expenditure,Insurance,52,,0,,,Outfitting,Pound sterling,
974,NR045,Expenditure,Outfitting,813,,0,,,Outfitting,Pound sterling,
975,NR045,Expenditure,Ship Out,53,,0,,,Outfitting,Pound sterling,
976,NR045,Return,Inset,758,,0,,,Return,Pound sterling,
977,NR045,Return,Returned goods,20,,0,,,Return,Pound sterling,
978,NR045,Return,Ship In,250,,0,,,Return,Pound sterling,
979,NR046,Expenditure,Insurance,14,,0,,,Outfitting,Pound sterling,
980,NR046,Expenditure,Outfitting,213,,0,,,Outfitting,Pound sterling,
981,NR046,Expenditure,Ship Out,38,,0,,,Outfitting,Pound sterling,
982,NR046,Return,Inset,136,,0,,,Return,Pound sterling,
983,NR046,Return,Other inset,4,,0,,,Return,Pound sterling,
984,NR046,Return,Returned goods,12,,0,,,Return,Pound sterling,
985,NR046,Return,Ship In,38,,0,,,Return,Pound sterling,
986,NR047,Expenditure,Insurance,29,,0,,,Outfitting,Pound sterling,
987,NR047,Expenditure,Outfitting including ship purchase,451,,0,,,Outfitting,Pound sterling,
988,NR047,Return,Inset,551,,0,,,Return,Pound sterling,
989,NR047,Return,Other inset,1,,0,,,Return,Pound sterling,
990,NR047,Return,Returned goods,5,,0,,,Return,Pound sterling,
991,NR047,Return,Ship In,94,,0,,,Return,Pound sterling,
992,NR048,Expenditure,Insurance,77,,0,,,Outfitting,Pound sterling,
993,NR048,Expenditure,Outfitting including ship purchase,729,,0,,,Outfitting,Pound sterling,
994,NR048,Return,Discounts on trade goods,12,,0,,,After outfitting,Pound sterling,
995,NR048,Return,Inset,872,,0,,,Return,Pound sterling,
996,NR048,Return,Returned goods,34,,0,,,Return,Pound sterling,
997,NR048,Return,Ship In,100,,0,,,Return,Pound sterling,
998,NR049,Expenditure,Insurance,32,,0,,,Outfitting,Pound sterling,
999,NR049,Expenditure,Outfitting including ship purchase,537,,0,,,Outfitting,Pound sterling,
1000,NR049,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
1001,NR049,Return,Inset,841,,0,,,Return,Pound sterling,
1002,NR049,Return,Ship In,62,,0,VSRV,,Return,Pound sterling,
1003,NR050,Expenditure,Insurance,68,,0,,,Outfitting,Pound sterling,
1004,NR050,Expenditure,Outfitting,1109,,0,,,Outfitting,Pound sterling,
1005,NR050,Expenditure,Ship Out,375,,0,,,Outfitting,Pound sterling,
1006,NR050,Return,Discounts on trade goods,3,,0,,,After outfitting,Pound sterling,
1007,NR050,Return,Inset,1258,,0,,,Return,Pound sterling,
1008,NR050,Return,Returned goods,77,,0,,,Return,Pound sterling,
1009,NR050,Return,Ship In,3,,0,,,Return,Pound sterling,
1010,NR051,Expenditure,Outfitting,309,,0,,,Outfitting,Pound sterling,
1011,NR051,Expenditure,Ship Out,38,,0,,,Outfitting,Pound sterling,
1012,NR051,Return,"Inset, including sale of ship",344,,0,,,Return,Pound sterling,
1013,NR051,Expenditure,Insurance,38.2,,0,INV,,Outfitting,Pound sterling,
1014,NR052,Expenditure,Outfitting,456,,0,,,Outfitting,Pound sterling,
1015,NR052,Expenditure,Ship Out,94,,0,,,Outfitting,Pound sterling,
1016,NR052,Return,Inset,448,,0,,,Return,Pound sterling,
1017,NR052,Return,Returned goods,26,,0,,,Return,Pound sterling,
1018,NR052,Return,Ship In,75,,0,,,Return,Pound sterling,
1019,NR052,Expenditure,Insurance,60.5,,0,INV,,Outfitting,Pound sterling,
1020,NR053,Expenditure,Insurance,36,,0,,,Outfitting,Pound sterling,
1021,NR053,Expenditure,Outfitting including ship purchase,535,,0,,,Outfitting,Pound sterling,
1022,NR053,Return,"Inset, including sale of ship",673,,0,,,Return,Pound sterling,
1023,NR053,Return,Other inset,7,,0,,,Return,Pound sterling,
1024,NR054,Expenditure,Inset,87,,0,,,Return,Pound sterling,
1025,NR054,Expenditure,Insurance,119,,0,,,Outfitting,Pound sterling,
1026,NR054,Expenditure,Other,2,,0,,,Outfitting,Pound sterling,
1027,NR054,Expenditure,Outfitting,715,,0,,,Outfitting,Pound sterling,
1028,NR054,Expenditure,Ship Out,100,,0,,,Outfitting,Pound sterling,
1029,NR054,Return,Inset,909,,0,,,Return,Pound sterling,
1030,NR054,Return,Returned goods,14,,0,,,Return,Pound sterling,
1031,NR054,Return,Ship In,87.5,,0,,,Return,Pound sterling,
1032,NR055,Expenditure,Outfitting,303,,0,,,Outfitting,Pound sterling,
1033,NR055,Expenditure,Ship Out,44,,0,,,Outfitting,Pound sterling,
1034,NR055,Return,Inset,300,,0,,,Return,Pound sterling,
1035,NR055,Return,Ship In,33,,0,VSRV,,Return,Pound sterling,
1036,NR055,Expenditure,Insurance,38.2,,0,INV,,Outfitting,Pound sterling,
1037,NR056,Expenditure,Insurance,118,,0,,,Outfitting,Pound sterling,
1038,NR056,Expenditure,Outfitting including ship purchase,1135,,0,,,Outfitting,Pound sterling,
1039,NR056,Return,Inset,662,,0,,,Return,Pound sterling,
1040,NR056,Return,Other inset,66,,0,,,Return,Pound sterling,
1041,NR056,Return,Returned goods,23,,0,,,Return,Pound sterling,
1042,NR056,Return,Ship In,244,,0,,,Return,Pound sterling,
1043,NR057,Expenditure,Insurance,100,,0,,,Outfitting,Pound sterling,
1044,NR057,Expenditure,Outfitting,1040,,0,,,Outfitting,Pound sterling,
1045,NR057,Expenditure,Ship Out,315,,0,,,Outfitting,Pound sterling,
1046,NR057,Return,Discounts on trade goods,7,,0,,,After outfitting,Pound sterling,
1047,NR057,Return,Inset,1825,,0,,,Return,Pound sterling,
1048,NR057,Return,Insurance loss reimbursement,83,,0,,,Return,Pound sterling,
1049,NR058,Expenditure,Insurance,41,,0,,,Outfitting,Pound sterling,
1050,NR058,Expenditure,Outfitting,835,,0,,,Outfitting,Pound sterling,
1051,NR058,Expenditure,Ship Out,88,,0,,,Outfitting,Pound sterling,
1052,NR058,Return,"Inset, including sale of ship",981,,0,,,Return,Pound sterling,
1053,NR059,Expenditure,Insurance,24,,0,,,Outfitting,Pound sterling,
1054,NR059,Expenditure,Other,3,,0,,,Outfitting,Pound sterling,
1055,NR059,Expenditure,Outfitting,455,,0,,,Outfitting,Pound sterling,
1056,NR059,Expenditure,Ship Out,100,,0,,,Outfitting,Pound sterling,
1057,NR059,Return,Inset,562,,0,,,Return,Pound sterling,
1058,NR059,Return,Ship In,100,,0,,,Return,Pound sterling,
1059,NR060,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
1060,NR060,Expenditure,Outfitting,413,,0,,,Outfitting,Pound sterling,
1061,NR060,Expenditure,Ship Out,75,,0,,,Outfitting,Pound sterling,
1062,NR060,Return,Discounts on trade goods,5,,0,,,After outfitting,Pound sterling,
1063,NR060,Return,Inset,692,,0,,,Return,Pound sterling,
1064,NR060,Return,Other inset,10,,0,,,Return,Pound sterling,
1065,NR060,Return,Returned goods,3,,0,,,Return,Pound sterling,
1066,NR060,Return,Ship In,75,,0,,,Return,Pound sterling,
1067,NR061,Expenditure,Insurance,62,,0,,,Outfitting,Pound sterling,
1068,NR061,Expenditure,Outfitting,813,,0,,,Outfitting,Pound sterling,
1069,NR061,Return,Inset,1041,,0,,,Return,Pound sterling,
1070,NR061,Expenditure,Ship Out,148.75,,0,VSDO,,Outfitting,Pound sterling,
1071,NR061,Return,Ship In,111.56,,0,VSDO*VSRV,,Return,Pound sterling,
1072,NR062,Expenditure,Insurance,11,,0,,,Outfitting,Pound sterling,
1073,NR062,Expenditure,Outfitting including ship purchase,574,,0,,,Outfitting,Pound sterling,
1074,NR062,Return,"Inset, including sale of ship",369,,0,,,Return,Pound sterling,
1075,NR063,Expenditure,Insurance,33,,0,,,Outfitting,Pound sterling,
1076,NR063,Expenditure,Outfitting,402,,0,,,Outfitting,Pound sterling,
1077,NR063,Expenditure,Ship Out,75,,0,,,Outfitting,Pound sterling,
1078,NR063,Return,Inset,860,,0,,,Return,Pound sterling,
1079,NR063,Return,Ship In,60,,0,,,Return,Pound sterling,
1080,NR064,Expenditure,Insurance,22,,0,,,Outfitting,Pound sterling,
1081,NR064,Expenditure,Outfitting including ship purchase,770,,0,,,Outfitting,Pound sterling,
1082,NR064,Return,Inset,947.45,,0,,,Return,Pound sterling,
1083,NR064,Return,Ship In,200,,0,,,Return,Pound sterling,
1084,NR065,Expenditure,Insurance,16,,0,,,Outfitting,Pound sterling,
1085,NR065,Expenditure,Outfitting,451,,0,,,Outfitting,Pound sterling,
1086,NR065,Expenditure,Ship Out,60,,0,,,Outfitting,Pound sterling,
1087,NR065,Return,Inset,808,,0,,,Return,Pound sterling,
1088,NR065,Return,Ship In,120,,0,,,Return,Pound sterling,
1089,NR066,Expenditure,Insurance,72,,0,,,Outfitting,Pound sterling,
1090,NR066,Expenditure,Outfitting including ship purchase,1134,,0,,,Outfitting,Pound sterling,
1091,NR066,Return,"Inset, including sale of ship",472,,0,,,Return,Pound sterling,
1092,NR067,Expenditure,Insurance,73,,0,INV,,Outfitting,Pound sterling,Radburn assumed �47 based on partial insurance rates.
1093,NR067,Expenditure,Outfitting including ship purchase,668,,0,,,Outfitting,Pound sterling,
1094,NR067,Return,Inset,556,,0,,,Return,Pound sterling,
1095,NR067,Return,Ship In,168.75,,0,VSRV,,Return,Pound sterling,"Recalc from Radburn�s data, assuming 50% residual value."
1096,NR068,Expenditure,Insurance,77,,0,,,Outfitting,Pound sterling,
1097,NR068,Expenditure,Outfitting including ship purchase,1193,,0,,,Outfitting,Pound sterling,
1098,NR068,Return,Inset,1410,,0,,,Return,Pound sterling,
1099,NR068,Return,Ship In,133.333333333333,,0,,,Return,Pound sterling,
1100,NR069,Expenditure,Insurance,100,,0,,,Outfitting,Pound sterling,
1101,NR069,Expenditure,Outfitting including ship purchase,1553,,0,,,Outfitting,Pound sterling,
1102,NR069,Return,"Inset, including sale of ship",1749,,0,,,Return,Pound sterling,
1103,NR070,Expenditure,Insurance,37,,0,,,Outfitting,Pound sterling,
1104,NR070,Expenditure,Outfitting,606,,0,,,Outfitting,Pound sterling,
1105,NR070,Expenditure,Ship Out,200,,0,,,Outfitting,Pound sterling,
1106,NR070,Return,Inset,1139,,0,,,Return,Pound sterling,
1107,NR070,Return,Ship In,200,,0,,,Return,Pound sterling,
1108,NR071,Expenditure,Inset,140,,0,,,Return,Pound sterling,
1109,NR071,Expenditure,Insurance,90,,0,,,Outfitting,Pound sterling,
1110,NR071,Expenditure,Other,190,,0,,,Outfitting,Pound sterling,
1111,NR071,Expenditure,Outfitting,1224,,0,,,Outfitting,Pound sterling,
1112,NR071,Expenditure,Ship Out,150,,0,,,Outfitting,Pound sterling,
1113,NR071,Return,Inset,2297,,0,,,Return,Pound sterling,
1114,NR071,Return,Ship In,112.5,,0,VSRV,,Return,Pound sterling,
1115,NR072,Expenditure,Inset,1,,0,,,Return,Pound sterling,
1116,NR072,Expenditure,Insurance,26,,0,,,Outfitting,Pound sterling,
1117,NR072,Expenditure,Outfitting,465,,0,,,Outfitting,Pound sterling,
1118,NR072,Expenditure,Ship Out,120,,0,,,Outfitting,Pound sterling,
1119,NR072,Return,Inset,763,,0,,,Return,Pound sterling,
1120,NR072,Return,Ship In,90,,0,VSRV,,Return,Pound sterling,
1121,NR073,Expenditure,Insurance,176.8,,0,,,Outfitting,Pound sterling,
1122,NR073,Expenditure,Outfitting including ship purchase,1671,,0,,,Outfitting,Pound sterling,
1123,NR073,Return,"Inset, including sale of ship",2192,,0,,,Return,Pound sterling,
1124,NR074,Expenditure,Insurance,83.2,,0,,,Outfitting,Pound sterling,
1125,NR074,Expenditure,Outfitting,799,,0,,,Outfitting,Pound sterling,
1126,NR074,Expenditure,Ship Out,168.75,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR067
1127,NR074,Return,"Inset, including sale of ship",146,,0,,,Return,Pound sterling,
1128,NR074,Return,Insurance loss reimbursement,593.75,,0,Other,,Return,Pound sterling,Imputed based on value of ships and cargo
1129,NR075,Expenditure,Insurance,72.8,,0,,,Outfitting,Pound sterling,
1130,NR075,Expenditure,Outfitting,697,,0,,,Outfitting,Pound sterling,
1131,NR075,Expenditure,Ship Out,200,,0,,,Outfitting,Pound sterling,
1132,NR075,Return,"Inset, including sale of ship",614,,0,,,Return,Pound sterling,
1133,NR076,Expenditure,Insurance,86.25,,0,,,Outfitting,Pound sterling,
1134,NR076,Expenditure,Outfitting,745,,0,,,Outfitting,Pound sterling,
1135,NR076,Expenditure,Ship Out,90,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR072
1136,NR076,Return,Inset,791,,0,,,Return,Pound sterling,
1137,NR076,Return,Ship In,67.5,,0,VSRV*VSRV,,Return,Pound sterling,
1138,NR077,Expenditure,Insurance,349,,0,INV,,Outfitting,Pound sterling,"Radburn assumed �190, unclear how and why."
1139,NR077,Expenditure,Outfitting,1284.375,,0,,,Outfitting,Pound sterling,
1140,NR077,Expenditure,Ship Out,112.5,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR071
1141,NR077,Return,"Inset, including sale of ship",1367,,0,,,Return,Pound sterling,
1142,NR078,Expenditure,Insurance,407,,0,,,Outfitting,Pound sterling,
1143,NR078,Expenditure,Outfitting including ship purchase,3549,,0,,,Outfitting,Pound sterling,
1144,NR078,Return,"Inset, including sale of ship",1367,,0,,,Return,Pound sterling,
1145,NR079,Expenditure,Inset,46,,0,,,Return,Pound sterling,
1146,NR079,Expenditure,Insurance,129,,0,INV,,Outfitting,Pound sterling,"Radburn assumed �104, unclear why and how."
1147,NR079,Expenditure,Outfitting,418.5,,0,,,Outfitting,Pound sterling,
1148,NR079,Expenditure,Ship Out,52.5,,0,,,Outfitting,Pound sterling,
1149,NR079,Return,Inset,963,,0,,,Return,Pound sterling,
1150,NR079,Return,Ship In,39.38,,0,VSRV,,Return,Pound sterling,
1151,NR080,Expenditure,Insurance,124.8,,0,,,Outfitting,Pound sterling,
1152,NR080,Expenditure,Outfitting and Ship Out,243.02,,0,,,Outfitting,Pound sterling,
1153,NR080,Expenditure,Cargo,328.74,,0,,,Outfitting,Pound sterling,
1154,NR080,Expenditure,Wages and provisions,107.49,,0,,,Outfitting,Pound sterling,
1155,NR080,Expenditure,Other costs,28.07,,0,,,Outfitting,Pound sterling,
1156,NR080,Return,Bills of exchange,990.975,,0,,,Return,Pound sterling,
1157,NR080,Return,Returned goods,269.71,,0,,,Return,Pound sterling,
1158,NR080,Return,Freight charges,80.18,,0,,,Return,Pound sterling,
1159,NR080,Return,Ship In,100,,0,,,Return,Pound sterling,
1160,NR081,Expenditure,Ship Out,147,,0,,,Outfitting,Pound sterling,
1161,NR081,Expenditure,Outfitting,470.86,,0,,,Outfitting,Pound sterling,
1162,NR081,Expenditure,Cargo,938.46,,0,,,Outfitting,Pound sterling,
1163,NR081,Expenditure,Insurance,389.08,,0,INV,,Outfitting,Pound sterling,
1164,NR081,Return,Sale of sugar,243.19,,0,,,Return,Pound sterling,
1165,NR081,Return,Inset,1061.75,,0,,,Return,Pound sterling,
1166,NR081,Return,Inset,246.99,,0,,,Return,Pound sterling,
1167,NR081,Return,Ship In,110.25,,0,VSRV,,Return,Pound sterling,
1168,NR082,Expenditure,Insurance,166.4,,0,,,Outfitting,Pound sterling,
1169,NR082,Expenditure,Outfitting including ship purchase,797,,0,,,Outfitting,Pound sterling,
1170,NR082,Return,Inset,961,,0,,,Return,Pound sterling,
1171,NR082,Return,Ship In,126,,0,,,Return,Pound sterling,
1172,NR083,Expenditure,Inset,9,,0,,,Return,Pound sterling,
1173,NR083,Expenditure,Insurance,166.4,,0,,,Outfitting,Pound sterling,
1174,NR083,Expenditure,Outfitting,834,,0,,,Outfitting,Pound sterling,
1175,NR083,Expenditure,Ship Out,39.38,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR079
1176,NR083,Return,Inset,1488,,0,,,Return,Pound sterling,
1177,NR083,Return,Ship In,29.54,,0,VSRV*VSRV,,Return,Pound sterling,
1178,NR084,Expenditure,Outfitting,377.16,,0,,,Outfitting,Pound sterling,
1179,NR084,Expenditure,Ship Out,200,,0,Other,,Outfitting,Pound sterling,"Estimated based on residual value from previous voyage NR080, adjusted for share of ship"
1180,NR084,Expenditure,Cargo,544.55,,0,,,Outfitting,Pound sterling,
1181,NR084,Expenditure,Wages and provisions,164.14,,0,,,Outfitting,Pound sterling,
1182,NR084,Expenditure,Imports,925.07,,0,,,Outfitting,Pound sterling,
1183,NR084,Expenditure,Other costs,226.1,,0,,,Outfitting,Pound sterling,
1184,NR084,Expenditure,Insurance,280.43,,0,INV,,Outfitting,Pound sterling,
1185,NR084,Return,Bills of exchange,1966.12,,0,,,Return,Pound sterling,
1186,NR084,Return,Returned goods,2025.975,,0,,,Return,Pound sterling,
1187,NR084,Return,Ship In,199.75,,0,,,Return,Pound sterling,
1188,NR085,Expenditure,Insurance,187.2,,0,,,Outfitting,Pound sterling,
1189,NR085,Expenditure,Outfitting including ship purchase,934,,0,,,Outfitting,Pound sterling,
1190,NR085,Return,Inset,1429,,0,,,Return,Pound sterling,
1191,NR085,Return,Ship In,100,,0,,,Return,Pound sterling,
1192,NR086,Expenditure,Insurance,105.769230769231,,0,,,Outfitting,Pound sterling,
1193,NR086,Expenditure,Ship Out,199.75,,0,,,Outfitting,Pound sterling,
1194,NR086,Expenditure,Outfitting,331.74,,0,,,Outfitting,Pound sterling,
1195,NR086,Expenditure,Cargo,644.67,,0,,,Outfitting,Pound sterling,
1196,NR086,Expenditure,Wages and sundries,81.97,,0,,,Outfitting,Pound sterling,
1197,NR086,Return,Inset,51,,0,,,Return,Pound sterling,
1198,NR086,Return,Insurance loss reimbursement,1045,,0,Other,,Return,Pound sterling,Imputed based on insurance cover
1199,NR087,Expenditure,Insurance,72.8,,0,,,Outfitting,Pound sterling,
1200,NR087,Expenditure,Outfitting including ship purchase,673,,0,,,Outfitting,Pound sterling,
1201,NR087,Return,Inset,15,,0,,,Return,Pound sterling,
1202,NR087,Return,Insurance loss reimbursement,639.35,,0,,,Return,Pound sterling,
1203,NR088,Expenditure,Insurance,140.4,,0,,,Outfitting,Pound sterling,
1204,NR088,Expenditure,Outfitting,718,,0,,,Outfitting,Pound sterling,
1205,NR088,Expenditure,Ship Out,175,,0,,,Outfitting,Pound sterling,
1206,NR088,Return,Inset,1376,,0,,,Return,Pound sterling,
1207,NR088,Return,Ship In,131.25,,0,VSRV,,Return,Pound sterling,
1208,NR089,Expenditure,Inset,9,,0,,,Return,Pound sterling,
1209,NR089,Expenditure,Insurance,234,,0,,,Outfitting,Pound sterling,
1210,NR089,Expenditure,Outfitting,1519,,0,,,Outfitting,Pound sterling,
1211,NR089,Expenditure,Ship Out,299.54,,0,VSDO,,Outfitting,Pound sterling,
1212,NR089,Return,Inset,1505,,0,,,Return,Pound sterling,
1213,NR089,Return,Ship In,224.66,,0,VSDO*VSRV,,Return,Pound sterling,
1214,NR090,Expenditure,Insurance,62.4,,0,,,Outfitting,Pound sterling,
1215,NR090,Expenditure,Outfitting,579,,0,,,Outfitting,Pound sterling,
1216,NR090,Expenditure,Ship Out,131.25,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR088
1217,NR090,Return,"Inset, including sale of ship",919,,0,,,Return,Pound sterling,
1218,NR091,Expenditure,Outfitting,1611,,0,,,Outfitting,Pound sterling,
1219,NR091,Expenditure,Ship Out,110.25,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR081
1220,NR091,Expenditure,Insurance,436,,0,INV,,Outfitting,Pound sterling,
1221,NR091,Return,Inset,1909,,0,,,Return,Pound sterling,
1222,NR091,Return,Ship In,82.69,,0,VSRV,,Return,Pound sterling,
1223,NR093,Expenditure,Outfitting,585.63,,0,,,Outfitting,Pound sterling,
1224,NR093,Expenditure,Cargo,1152.36,,0,,,Outfitting,Pound sterling,
1225,NR093,Expenditure,Ship Out,300,,0,,,Outfitting,Pound sterling,
1226,NR093,Expenditure,Insurance,509,,0,INV,,Outfitting,Pound sterling,
1227,NR093,Return,Inset,3630,,0,,,Return,Pound sterling,
1228,NR093,Return,Ship In,225,,0,VSRV,,Return,Pound sterling,
1229,NR094,Expenditure,Outfitting including ship purchase,267,,0,,,Outfitting,Pound sterling,
1230,NR094,Expenditure,Insurance,67,,0,INV,,Outfitting,Pound sterling,
1231,NR094,Return,Inset,365,,0,,,Return,Pound sterling,
1232,NR094,Return,Ship In,36.4,,0,VSRV,,Return,Pound sterling,
1233,NR095,Expenditure,Outfitting including ship purchase,1645,,0,,,Outfitting,Pound sterling,
1234,NR095,Expenditure,Insurance,411,,0,INV,,Outfitting,Pound sterling,
1235,NR095,Return,Inset,2980,,0,,,Return,Pound sterling,
1236,NR095,Return,Ship In,224.05,,0,VSRV,,Return,Pound sterling,
1237,NR096,Expenditure,Outfitting,845,,0,,,Outfitting,Pound sterling,
1238,NR096,Expenditure,Ship Out,179.25,,0,VSRV,,Outfitting,Pound sterling,Estimated based on residual value from previous voyage NR095
1239,NR096,Expenditure,Insurance,118,,0,INV,,Outfitting,Pound sterling,
1240,NR096,Return,Inset,1719,,0,,,Return,Pound sterling,
1241,NR096,Return,Ship In,134.44,,0,VSRV*VSRV,,Return,Pound sterling,
1242,DR048,Return,Returned goods,65,,0,,,Return,Pound sterling,
1243,DR023,Expenditure,Trade cargo costs,7186,,0,,,Outfitting,Pound sterling,
1244,DR019,Expenditure,Repairs and disbursements,541,,0,,,Return,Pound sterling,
1245,DR102,Expenditure,Gross outlays,7549,,0,,,Outfitting,Pound sterling,
1246,DR102,Expenditure,Insurance,830,,0,INV,,Outfitting,Pound sterling,
1247,DR102,Return,Bills of exchange,9633,,0,,,Return,Pound sterling,
1248,DR102,Expenditure,Ship Out,1424,,0,VSDT*VSDO,,Outfitting,Pound sterling,
1249,DR102,Return,Ship In,1068,,0,VSDT*VSDO*VSRV,,Return,Pound sterling,
1250,DR103,Expenditure,Ship Out,650,,0,,,Outfitting,Pound sterling,
1251,DR103,Expenditure,Trade cargo costs,3809,,0,,,Outfitting,Pound sterling,
1252,DR103,Expenditure,Other costs,2111,,0,,,Outfitting,Pound sterling,
1253,DR103,Return,Bills of exchange,4500,,0,,,Return,Pound sterling,
1254,DR103,Return,Ship In,488,,0,VSRV,,Return,Pound sterling,
1255,DR103,Expenditure,Insurance,723,,0,INV,,Outfitting,Pound sterling,
1256,DR022,Expenditure,Ship Out,143,,0,,,Outfitting,Pound sterling,"Vessel and outfit of tender ship Nimble, accompanying Sarah."
1257,DR022,Return,Ivory sales,377,,0,,,Return,Pound sterling,
1258,DR022,Return,Ship In,130,,0,,,Return,Pound sterling,Sale of Nimble
1259,DR022,Return,Sale of goods,30,,0,,,Return,Pound sterling,
1260,DR022,Expenditure,Inset charges,846,,0,,,Return,Pound sterling,
1261,DR104,Expenditure,Outfit and cargo,8500,,0,,,Outfitting,Pound sterling,
1262,DR104,Expenditure,Insurance,1870,,0,INV,,Outfitting,Pound sterling,
1263,DR104,Expenditure,Ship Out,1763,,0,VSDO,,Outfitting,Pound sterling,
1264,DR105,Expenditure,Outfit and cargo,3500,,0,,,Outfitting,Pound sterling,
1265,DR105,Expenditure,Insurance,770,,0,INV,,Outfitting,Pound sterling,
1266,DR105,Expenditure,Ship Out,726,,0,VSDO,,Outfitting,Pound sterling,
1267,DR106,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
1268,DR106,Expenditure,Insurance,1100,,0,INV,,Outfitting,Pound sterling,
1269,DR106,Expenditure,Ship Out,1037,,0,VSDO,,Outfitting,Pound sterling,
1270,DR107,Expenditure,Outfit and cargo,5800,,0,,,Outfitting,Pound sterling,
1271,DR107,Expenditure,Insurance,1276,,0,INV,,Outfitting,Pound sterling,
1272,DR107,Expenditure,Ship Out,1203,,0,VSDO,,Outfitting,Pound sterling,
1273,DR108,Expenditure,Outfit and cargo,5400,,0,,,Outfitting,Pound sterling,
1274,DR108,Expenditure,Insurance,1188,,0,INV,,Outfitting,Pound sterling,
1275,DR108,Expenditure,Ship Out,1120,,0,VSDO,,Outfitting,Pound sterling,
1276,DR109,Expenditure,Outfit and cargo,7000,,0,,,Outfitting,Pound sterling,
1277,DR109,Expenditure,Insurance,1540,,0,INV,,Outfitting,Pound sterling,
1278,DR109,Expenditure,Ship Out,1452,,0,VSDO,,Outfitting,Pound sterling,
1279,DR110,Expenditure,Outfit and cargo,8400,,0,,,Outfitting,Pound sterling,
1280,DR110,Expenditure,Insurance,924,,0,INV,,Outfitting,Pound sterling,
1281,DR110,Expenditure,Ship Out,684,,0,VSDT*VSDO*VSRV,,Outfitting,Pound sterling,Residual value from previous voyage DR028
1282,DR111,Expenditure,Outfit and cargo,5700,,0,,,Outfitting,Pound sterling,
1283,DR111,Expenditure,Insurance,627,,0,INV,,Outfitting,Pound sterling,
1284,DR111,Expenditure,Ship Out,1076,,0,VSDO,,Outfitting,Pound sterling,
1285,DR112,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
1286,DR112,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
1287,DR112,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
1288,DR113,Expenditure,Outfit and cargo,8000,,0,,,Outfitting,Pound sterling,
1289,DR113,Expenditure,Insurance,880,,0,INV,,Outfitting,Pound sterling,
1290,DR113,Expenditure,Ship Out,1510,,0,VSDO,,Outfitting,Pound sterling,
1291,DR114,Expenditure,Outfit and cargo,6000,,0,,,Outfitting,Pound sterling,
1292,DR114,Expenditure,Insurance,660,,0,INV,,Outfitting,Pound sterling,
1293,DR114,Expenditure,Ship Out,1132,,0,VSDO,,Outfitting,Pound sterling,
1294,DR115,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
1295,DR115,Expenditure,Insurance,572,,0,INV,,Outfitting,Pound sterling,
1296,DR115,Expenditure,Ship Out,981,,0,VSDO,,Outfitting,Pound sterling,
1297,DR116,Expenditure,Outfit and cargo,3400,,0,,,Outfitting,Pound sterling,
1298,DR116,Expenditure,Insurance,374,,0,INV,,Outfitting,Pound sterling,
1299,DR116,Expenditure,Ship Out,642,,0,VSDO,,Outfitting,Pound sterling,
1300,DR117,Expenditure,Outfit and cargo,10000,,0,,,Outfitting,Pound sterling,
1301,DR117,Expenditure,Insurance,1100,,0,INV,,Outfitting,Pound sterling,
1302,DR117,Expenditure,Ship Out,1887,,0,VSDO,,Outfitting,Pound sterling,
1303,DR118,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
1304,DR118,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
1305,DR118,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
1306,DR119,Expenditure,Outfit and cargo,5000,,0,,,Outfitting,Pound sterling,
1307,DR119,Expenditure,Insurance,550,,0,INV,,Outfitting,Pound sterling,
1308,DR119,Expenditure,Ship Out,944,,0,VSDO,,Outfitting,Pound sterling,
1309,DR120,Expenditure,Outfit and cargo,4300,,0,,,Outfitting,Pound sterling,
1310,DR120,Expenditure,Insurance,473,,0,INV,,Outfitting,Pound sterling,
1311,DR120,Expenditure,Ship Out,811,,0,VSDO,,Outfitting,Pound sterling,
1312,DR121,Expenditure,Outfit and cargo,5200,,0,,,Outfitting,Pound sterling,
